Trivial name|Smiles|Batch No|Conc uM|Relative cell count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster MitoStress|Cluster Na+/K+ ATPase|Cluster Protein synthesis|Cluster Pyrimidine synthesis|Cluster Tubulin|Cluster Uncoupling||
Troleandomycin|CO[C@H]1C[C@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3OC(C)=O)[C@@H](C)C[C@@]3(CO3)C(=O)[C@H](C)[C@@H](OC(C)=O)[C@@H](C)[C@@H](C)OC(=O)[C@@H]2C)O[C@@H](C)[C@@H]1OC(C)=O|1|30|101|16.9|0|0|18.9|0|15.1|33.3|37.1|70.4|0|3.2|0|33.1|0||
Droperidol|O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|1|30|99|28.8|0|0|42.2|0|46.3|41|61.6|58.6|1.7|26.1|0|53.8|12.3||
Betamethasone|C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO|1|10|106|11.7|79|0|0|70.5|0|11.2|0|22.8|0|0|79.7|0|0||
Bepridil hydrochloride|CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1|1|10|89|54.2|0|0|78|0|76.2|20.5|89.8|42.7|35.3|58.1|0|72|62.6||
Pyrimethamine|CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1|1|10|95|28|74.3|0|0|81.2|0|24.3|0|25.2|0|0|60.9|0|10.1||
Pyrimethamine|CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1|1|30|87|18.5|26.4|0|0|69.2|0|24.4|32.7|61.7|0|0|28.8|22|1.9||
Ketotifen (fumarate)|CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1|1|30|94|29|0|0|66.4|0|63.3|22|78.9|59.7|13.6|45.3|0|63.3|43.2||
Ketotifen (fumarate)|CN1CCC(=C2c3ccccc3CC(=O)c3sccc32)CC1|2|30|105|39.6|0|0|60.5|0|63|34.4|75.6|62.1|15.6|43.1|0|59.9|40.8||
Methotrexate(+/-)|CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1|1|10|83|33.3|73.9|1.1|0|94.8|0|10.3|0|21.1|0|0|80.9|0|0||
Methotrexate(+/-)|CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1|1|30|98|17.4|58.8|3.2|0|88.5|0|0|0|22.2|0|0|75|0|0||
Methylergometrine maleate|CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1|1|30|102|7.4|10.7|0|0|14.7|0|0|0|16.1|0|0|19.4|0|0||
Clofazimine|CC(C)/N=c1\cc2n(-c3ccc(Cl)cc3)c3ccccc3nc-2cc1Nc1ccc(Cl)cc1|1|30|89|16.1|38.3|0|18.6|15.5|19|24.4|41.8|54.7|7.5|26.3|1.9|23.9|41.7||
Naftidrofuryl (oxalate)|CCN(CC)CCOC(=O)C(Cc1cccc2ccccc12)CC1CCCO1|1|30|100|34.4|0|0|59.7|0|60.4|23.3|84.2|63.1|17.5|38.4|0|61.6|35.5||
Betaxolol hydrochloride|CC(C)NCC(O)COc1ccc(CCOCC2CC2)cc1|2|30|102|20.7|0|0|46.4|0|51.7|32.6|59.1|61.3|10.9|30.1|0|50.3|15.4||
Nicardipine hydrochloride, YC-93 hydrochloride|COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1|1|10|98|7.9|0|0|59.8|0|64.3|53|65.2|28.8|26.7|41.3|0|60.6|38||
Nicardipine hydrochloride, YC-93 hydrochloride|COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1|1|30|87|74.4|0|0|67.5|0|71.7|43|81.7|53|22.8|49.9|0|69.2|55.6||
Nicardipine hydrochloride, YC-93 hydrochloride|COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN(C)Cc2ccccc2)C1c1cccc([N+](=O)[O-])c1|2|30|101|36.3|0|0|41.7|0|48|45.1|55.2|61.6|8.2|31.5|0|50.9|23.9||
Mitoxantrone (dihydrochloride)|O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21|2|1|53|51.1|51.8|21.1|0|83.8|0|6.1|0|24|0|0|84.4|0|0||
Mitoxantrone (dihydrochloride)|O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21|5|0.2|96|13.3|0.4|38.7|0|35.3|0|0|0|0|0|0|58|0|0||
Mitoxantrone (dihydrochloride)|O=C1c2c(O)ccc(O)c2C(=O)c2c(NCCNCCO)ccc(NCCNCCO)c21|5|2|64|51.1|0|4.1|35.9|0|33.6|3.5|46.3|39|29.4|4.5|0|42.5|17.8||
Vanoxerine (dihydrochloride)|Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1|1|10|92|46.1|5.3|0|48|0|49.3|34.2|69.5|79|16.5|35.9|0|53.7|36.2||
Vanoxerine (dihydrochloride)|Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1|1|30|75|82.6|0|0|75.6|0|74.7|26.4|82.9|50.9|30.1|61.2|0|70.8|66.3||
Vanoxerine (dihydrochloride)|Fc1ccc(C(OCCN2CCN(CCCc3ccccc3)CC2)c2ccc(F)cc2)cc1|2|10|93|47.2|0|0|57.9|0|57|30.9|83.8|79.1|17.6|38.1|0|61|37.8||
Carbetapentane (citrate)|CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1|1|30|105|42.8|0|0|64|0|65.1|20.9|81.5|55.4|15.7|39.9|0|61.8|32.8||
Carbetapentane (citrate)|CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1|2|10|98|12.3|0|0|73.4|0|72.7|19.6|84.7|50.2|28.9|47.9|0|72|45.2||
Carbetapentane (citrate)|CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1|2|30|93|63.6|0|0|73.3|0|71.4|13.8|89.8|56.6|33.6|52.7|0|69.8|41.3||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|1|1|99|15.9|0|0|14.5|13.1|0.9|16|27.9|80.5|5.8|3.9|1.1|27.8|0||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|1|3|86|32.6|0|0|30|0|22.9|8.8|36.6|79.6|23.8|34.8|0|40.3|6.7||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|1|10|92|43|0|0|18.9|0|13.9|11.7|27.6|91.1|26.1|16.5|0|31.8|0||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|1|30|78|68.6|0|0|80.4|0|74.7|0|65.8|27.6|64.5|65.1|0|77.8|69.3||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|2|10|84|55.4|0|0|25.8|0|23|14.1|31.7|88.9|26.7|31.9|0|36.7|5.6||
Dequalinium dichloride|Cc1cc(N)c2ccccc2[n+]1CCCCCCCCCC[n+]1c(C)cc(N)c2ccccc21|2|30|83|59.1|0|0|44.5|0|39.6|7.4|43.9|82|35.4|47.9|0|53.5|25.7||
Ketoconazole|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|1|10|99|27.5|0|0|60.2|0|59.5|13.2|90.8|53.2|19.1|26.9|0|57.9|30.9||
Ketoconazole|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|1|30|102|70.6|0|0|79.3|0|73.8|9|94.4|41.8|32.5|51.4|0|69.5|53.7||
Ketoconazole|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|2|10|92|21.4|0|0|59.6|0|59.1|15.4|90.6|54.2|24.1|24.3|0|55.1|31.6||
Ketoconazole|CC(=O)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|2|30|84|80.5|0|0|73.6|0|75.1|29.7|87|52.8|29.4|52.4|0|71.2|53.5||
Terbutaline hemisulfate|CC(C)(C)NCC(O)c1cc(O)cc(O)c1|1|10|93|6|33.6|0|47.2|0|37.9|36.5|64|58.1|0|43|0|56.4|58.5||
Terbutaline hemisulfate|CC(C)(C)NCC(O)c1cc(O)cc(O)c1|1|30|100|5.9|0|0|62.7|0|50.6|7.9|64.8|39.8|17.5|49.5|0|66.9|54||
Terbutaline hemisulfate|CC(C)(C)NCC(O)c1cc(O)cc(O)c1|2|10|99|13.1|0|0|65.9|0|62.2|25.7|73.8|62|17.6|55.1|0|70.5|46.5||
Terbutaline hemisulfate|CC(C)(C)NCC(O)c1cc(O)cc(O)c1|2|30|93|21.1|0|0|59.4|0|50.4|22.2|63.2|54.8|19.1|61.3|0|69.7|54.2||
Etoposide|COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O|1|30|62|24.2|21.6|55.5|0|79.9|0|18.9|0|21.7|0|0|65.7|0|0||
Enclomiphene (citrate)|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1|1|1|101|17.3|0|0|56.8|0|59.5|34.2|71|59.4|15.4|43.8|0|57.7|38.8||
Enclomiphene (citrate)|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1|1|3|99|60.6|0|0|75.9|0|75.3|11.4|94.7|43|33.6|55.5|0|67.9|44.2||
Enclomiphene (citrate)|CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1|1|10|100|84.3|0|0|84.1|0|81.2|11.5|88.9|34.9|41.8|68.9|0|77.7|60.5||
Prochlorperazine dimaleate|CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1|1|10|97|69.3|0|0|85|0|81.9|18.3|90.3|30.3|43.6|66.8|0|77.5|61.8||
Prochlorperazine dimaleate|CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1|1|30|102|78.8|0|0|76.4|0|72.6|9.9|92.6|50.4|31.9|47.8|0|70.6|51.1||
Suloctidil|CCCCCCCCN[C@H](C)[C@@H](O)c1ccc(SC(C)C)cc1|1|3|105|47.5|0|0|74.4|0|76.3|17.6|90.2|38.6|29.1|53.7|0|69.7|43.6||
Cyclosporin A|C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C|1|10|84|24.7|53.6|0|1.6|32.7|0|47.4|11.2|45.3|0|18.6|21.2|23|46.4||
Cyclosporin A|C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C|1|30|85|11.4|15.1|23.7|0|49.9|0|52.2|0|76.7|0|1.5|52|0|0||
Digitoxigenin|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O|1|1|68|11.2|2.9|0.3|16.7|0|19.4|21|0.6|0|48.1|54.2|0|35.1|36||
Digitoxigenin|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O|1|3|53|42.8|0|0|62.5|0|69.1|2.4|32.8|0|89.5|71.6|0|65.8|48.9||
Digitoxigenin|C[C@]12CC[C@H](O)C[C@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](C3=CC(=O)OC3)CC[C@]12O|1|10|55|31.1|0|33.2|9.8|0|18.5|0|0|0|75.7|13.7|0|14.8|0||
Epiandrosterone|C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12|1|10|101|22.1|0|0|66.9|0|64.9|0|90.9|19.5|27.7|30.4|0|58.6|36.8||
Epiandrosterone|C[C@]12CC[C@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12|1|30|97|14.7|0|0|62.5|0|63.6|3.1|89|38.9|27.5|25.7|0|61.2|32.8||
Estradiol|C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O|1|30|84|20.2|0|0|71.8|0|64.3|15.8|55.3|0|68.8|39.9|0|87.5|54.2||
Cyclobenzaprine (hydrochloride)|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21|1|10|90|33.9|0|0|77.6|0|74.8|0.8|90.4|12.4|45.1|49.4|0|66.9|48.1||
Cyclobenzaprine (hydrochloride)|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21|1|30|95|64.1|0|0|74.8|0|74.5|15.8|95.1|49.7|32.6|43.2|0|72|47.7||
Cyclobenzaprine (hydrochloride)|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21|2|10|103|37|0|0|79.4|0|77.1|9.2|94.4|18.5|38|49|0|67.4|46.3||
Cyclobenzaprine (hydrochloride)|CN(C)CCC=C1c2ccccc2C=Cc2ccccc21|2|30|85|81.5|0|0|75.3|0|72.8|14.8|90.6|56.4|33.4|49.1|0|72.2|47.5||
Meclizine hydrochloride|Cc1cccc(CN2CCN(C(c3ccccc3)c3ccc(Cl)cc3)CC2)c1|1|30|98|31.3|0|0|47.7|0|42.2|26.8|67.1|70.4|2.3|33.3|0|53.7|25.4||
Brompheniramine (maleate)|CN(C)CCC(c1ccc(Br)cc1)c1ccccn1|1|30|96|10|0|0|48.3|0|46.8|19.1|73|54.3|2.3|20.8|0|52.5|14.1||
Primaquine diphosphate|COc1cc(NC(C)CCCN)c2ncccc2c1|1|10|97|10.4|48.4|0|18.3|36.7|9.2|26.6|36|48.6|0|36.9|0|31.5|50.6||
Primaquine diphosphate|COc1cc(NC(C)CCCN)c2ncccc2c1|1|30|50|80|0|0|57.5|0|59.8|29.7|62.8|76.9|41.2|58.8|0|64.8|45.7||
Progesterone|CC(=O)[C@H]1CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C|1|30|98|34.7|0|0|59.1|0|59.7|24.4|83.2|51.4|13.9|24.6|0|61.6|41.8||
Dicyclomine hydrochloride|CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1|1|30|102|42.1|0|0|71.3|0|66.4|18.7|85.9|55.6|19.9|43.9|0|67.5|41.3||
Dicyclomine hydrochloride|CCN(CC)CCOC(=O)C1(C2CCCCC2)CCCCC1|2|30|97|58.7|0|0|79.2|0|78.8|24|83.2|37.4|36|54.7|0|72.9|44.5||
Artemisinin|C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4|1|10|97|7.6|15|8.2|0|27.9|0|25.2|13.3|79.8|0|0|25.6|0|0||
Artemisinin|C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1[C@]32OO4|1|30|89|6.6|6.4|11.7|0|24.5|0|25|16.9|74.7|7.3|15.6|7.6|7.2|0||
Propafenone hydrochloride|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1|1|10|92|32.8|0|0|78.4|0|77.6|9.4|90.1|26.8|36.5|42.2|0|69|39.2||
Propafenone hydrochloride|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1|1|30|93|78.4|0|0|73|0|72.3|17.8|95.5|55.6|27.6|42.7|0|70.5|45.8||
Propafenone hydrochloride|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1|2|10|105|20.4|0|0|61.2|0|56.7|3|86.9|41.1|24.7|15.7|0|53.1|24.9||
Propafenone hydrochloride|CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1|2|30|100|72.7|0|0|62.9|0|64.2|25.5|85.5|64.4|17.9|38.2|0|63|37.6||
Biperiden hydrochloride|OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2|1|10|107|7.3|0|0|66.5|0|59.6|1.5|61|10.3|39.2|43.1|0|57.5|42.2||
Biperiden hydrochloride|OC(CCN1CCCCC1)(c1ccccc1)C1C[C@@H]2C=C[C@H]1C2|1|30|104|34.7|0|0|68.5|0|70.1|31|76.8|53.3|31.2|43|0|69.6|47.9||
Metaproterenol (hemisulfate)|CC(C)NCC(O)c1cc(O)cc(O)c1|1|10|102|8.8|0|0|67.3|0|57.2|13.4|78.9|52.3|26.7|46.2|0|68|54.3||
Metaproterenol (hemisulfate)|CC(C)NCC(O)c1cc(O)cc(O)c1|1|30|102|7.6|0|0|59.6|0|53.3|25|72.6|64.7|18.4|52.7|0|64.9|48.3||
Bromperidol|O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1|1|3|96|10.9|0|0|70|0|72.6|27.6|86.3|48.3|32.3|34.2|0|68.6|38.3||
Bromperidol|O=C(CCCN1CCC(O)(c2ccc(Br)cc2)CC1)c1ccc(F)cc1|1|10|101|60.1|0|0|80.6|0|80.2|10|96.8|22.7|39.1|50.1|0|69.9|46||
Fluoxetine hydrochloride, Prozac|CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1|2|10|101|47.5|0|0|76.5|0|72.8|8.5|96.2|41.1|34.4|41.3|0|66.9|46.6||
Fluoxetine hydrochloride, Prozac|CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1|4|10|90|33.7|0|0|75.7|0|75.3|7.9|92.8|33.1|30.8|51.7|0|64.9|49||
Lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21|1|10|100|7.3|0|0|75.7|0|68.7|19.4|78.5|33.5|40.8|42.8|0|69.4|49.9||
Lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21|11|6|97|53.4|0|0|90.7|0|85.3|21|70.1|7.5|57.2|79.6|0|85.3|68.3||
Lovastatin|CC[C@H](C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21|11|10|104|50.3|0|0|89.6|0|87.1|21.4|68.3|2.5|62.7|73.3|0|84.2|68.3||
Budesonide|CCCC1O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1|1|30|87|21.9|3|0|65|0|64.9|51|70.8|25.4|36.4|41.6|0|70.1|55.6||
Triflupromazine (hydrochloride)|CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21|1|10|95|41.5|0|0|80.4|0|76.6|0|91.8|9.3|40.9|51.2|0|67.5|53||
Triflupromazine (hydrochloride)|CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21|2|10|100|45.3|0|0|78.2|0|75.9|10.1|97.5|29.7|39.9|46.1|0|66.5|46.4||
Pirenperone, R-47,465|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1|1|10|94|18.1|0|0|64.4|0|68.1|20.9|87.2|40.6|24.1|36.4|0|60.5|27.3||
Pirenperone, R-47,465|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1|1|30|93|27.5|0|0|44.9|0|53.6|37.4|65.1|65.1|12.9|27.3|0|53.4|17.2||
Pirenperone, R-47,465|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1|2|10|104|15.2|0|0|68.7|0|66.2|4.8|89.4|47.9|30.2|40|0|61.8|35.4||
Pirenperone, R-47,465|Cc1nc2ccccn2c(=O)c1CCN1CCC(C(=O)c2ccc(F)cc2)CC1|2|30|103|37.8|0|0|62.6|0|65.2|29.4|88.8|64.9|21.8|33.3|0|62.6|30.1||
Ciclopirox (olamine)|Cc1cc(C2CCCCC2)n(O)c(=O)c1|1|10|82|37.8|51.6|13.9|0|97.9|0|0|0|43.5|0|0|75|0|0||
Ciclopirox (olamine)|Cc1cc(C2CCCCC2)n(O)c(=O)c1|1|30|70|51.8|23.4|15.2|0|81.8|0|17.8|8.4|95.1|0|0|54.3|0|0||
Ciclopirox (olamine)|Cc1cc(C2CCCCC2)n(O)c(=O)c1|3|10|75|32.3|45.4|11.7|0|88.7|0|0|0|62.5|0|0|57.8|0|0||
Ciclopirox (olamine)|Cc1cc(C2CCCCC2)n(O)c(=O)c1|3|30|75|59.2|34.4|3.1|0|83.9|0|9.1|13.8|92.8|0|0|48.2|0|0||
Ciclopirox (olamine)|Cc1cc(C2CCCCC2)n(O)c(=O)c1|3|50|72|64.8|25.8|8.3|0|78.1|0|14|18.9|95.6|0|0|39.8|4.6|0||
Pregnenolone|CC(=O)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C|1|10|107|9.5|0|0|44.4|1.1|43.7|0|73.9|0|19|0|0|38|18.9||
Parthenolide|C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12|1|2|96|12.4|0|2|31.2|0|37.2|0|16.2|0|32.5|0|0|5.2|0||
Parthenolide|C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(\C)CC[C@@H]12|1|10|57|44.4|0|3.7|70.1|0|71.8|12.4|59.5|2.5|45.9|52.9|0|78.7|45.8||
Tetracaine hydrochloride|CCCCNc1ccc(C(=O)OCCN(C)C)cc1|1|30|97|29.9|0|0|61.5|0|64.3|31.2|83.8|64.9|14.5|41.1|0|66.1|35.7||
Tetracaine hydrochloride|CCCCNc1ccc(C(=O)OCCN(C)C)cc1|2|30|99|38|0|0|84.4|0|77.9|4|84.3|46.5|47.7|51.6|0|85.9|49.6||
Acepromazine maleate|CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2|1|10|102|21.8|0|0|71.2|0|72.2|14.8|83.6|5.9|41.4|36.2|0|56.7|47.4||
Acepromazine maleate|CC(=O)c1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2|1|30|105|63.6|0|0|73.6|0|70.6|12.1|94.4|50.3|24.8|40.6|0|66.8|45.4||
Oxethazaine|CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1|1|10|102|30.4|0|0|68.9|0|69|36.6|72.4|40.3|27.1|41.8|0|68|47.3||
Oxethazaine|CN(C(=O)CN(CCO)CC(=O)N(C)C(C)(C)Cc1ccccc1)C(C)(C)Cc1ccccc1|1|30|97|79.3|0|0|81.3|0|76.3|24.8|79.8|39|43.6|71|0|77|69||
Papaverine hydrochloride|COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC|2|30|101|6|0|0|66.1|0|59.1|25.6|76.2|56.3|22.8|37.2|0|69.5|35||
Lobeline alpha (-) hydrochoride|CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1|1|10|99|8.3|1|0|57.5|0|52|10.5|61.8|23.9|33|13.4|0|46.4|40.3||
Lobeline alpha (-) hydrochoride|CN1[C@@H](CC(=O)c2ccccc2)CCC[C@H]1C[C@H](O)c1ccccc1|1|30|102|26.3|0|0|52.7|0|58|31.4|70.3|64|7.2|33.1|0|52.9|29||
Isoflupredone acetate|CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C|1|10|105|10|62.2|8.1|0|68.7|0|0|0|0|0|0|84.6|0|0||
Isoflupredone acetate|CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C|1|30|102|17.3|45.1|10.1|0|45|0|0|0|0|0|0|74.1|0|0||
Vinburnine|CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32|1|30|86|20.9|0|0|65.2|0|53.1|29.2|60.8|32.4|35.4|41.4|0|90.9|51.4||
Quipazine dimaleate salt|c1ccc2nc(N3CCNCC3)ccc2c1|1|30|93|19.5|0|0|48.3|0|60.5|50.2|55.3|53.2|1.5|42.4|0|57.5|31||
Nifedipine|COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]|1|10|97|9.2|47.5|0|12.6|48.8|0|21.3|44.5|43.7|0|2.1|13.8|34.6|34.9||
Nifedipine|COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]|1|30|91|7.8|51.1|0|0|68.2|0|12.2|30.9|41.2|0|0|28.2|0|0||
Chlorpromazine hydrochloride|CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21|1|10|89|46.1|0|0|79.2|0|76.1|1.6|91.4|12.9|42.3|51.1|0|68|51.9||
Chlorpromazine hydrochloride|CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21|4|10|91|43.4|0|0|79.6|0|74.6|13.9|93|32.8|28.1|53.5|0|72.6|56.3||
Flunisolide|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1|1|10|99|8.1|57.4|17.9|0|74.5|0|0.2|0|0|0|0|85.9|0|0||
Flunisolide|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1|1|30|108|11.2|50.2|12|0|77|0|0|0|0|0|0|79.6|0|0||
Flurandrenolide|CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1|1|30|105|6.7|43.1|0|0|63.2|0|15.4|0|56.4|0|0|74.5|0|0||
