Trivial Name|BatchNo|Conc uM|Smiles|Rel Cell Count|Induction|Cluster AKT/PI3K/MTOR|Cluster Aurora|Cluster BET|Cluster DNA Synthesis|Cluster HDAC|Cluster HSP90|Cluster L/CH|Cluster Na+/K+ ATPase|Cluster Protein Synthesis|Cluster Pyrimidine Synthesis|Cluster Tubulin|Cluster Uncoupling
Drofenine hydrochloride|1|30.0|CCN(CC)CCOC(=O)C(c1ccccc1)C1CCCCC1|98|63.6|0.0|0.0|77.8|0.0|75.0|12.4|96.8|27.7|49.5|0.0|68.0|47.6
Thiethylperazine malate|1|10.0|CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2|103|59.4|0.0|0.0|78.3|0.0|77.6|18.4|90.8|36.8|58.7|0.0|71.3|55.7
Tiletamine hydrochloride|1|30.0|CCNC1(c2cccs2)CCCCC1=O|87|5.9|0.0|21.1|34.9|20.5|29.2|0.0|42.4|24.8|4.8|0.0|44.0|11.7
Harmaline hydrochloride dihydrate|1|30.0|COc1ccc2c3c([nH]c2c1)C(C)=NCC3|89|14.3|0.0|0.0|50.7|0.0|50.7|24.4|78.8|19.8|40.4|0.0|57.9|35.4
Harmalol hydrochloride dihydrate|1|30.0|CC1=NCCc2c1[nH]c1cc(O)ccc21|87|5.0|26.9|0.0|15.2|13.6|18.0|26.7|20.7|8.0|14.1|0.0|25.1|31.4
Harmane hydrochloride|1|30.0|Cc1nccc2c1[nH]c1ccccc12|100|10.4|0.0|0.0|53.9|0.0|49.4|24.2|76.8|2.9|36.2|0.0|54.8|37.8
Harmine hydrochloride|1|10.0|COc1ccc2c(c1)[nH]c1c(C)nccc12|82|12.6|0.0|15.0|44.0|10.4|51.2|20.9|68.8|3.4|37.2|0.0|48.9|29.0
Harmine hydrochloride|1|30.0|COc1ccc2c(c1)[nH]c1c(C)nccc12|79|33.2|32.3|6.4|10.6|54.0|21.0|33.7|57.4|0.0|2.3|9.2|28.9|22.8
Harmol hydrochloride|1|10.0|Cc1nccc2c1[nH]c1cc(O)ccc12|101|9.8|0.0|15.9|54.1|0.0|61.7|14.2|70.6|32.8|28.4|0.0|54.0|27.6
Harmol hydrochloride|1|30.0|Cc1nccc2c1[nH]c1cc(O)ccc12|83|14.5|19.0|10.4|21.2|26.9|30.9|15.0|48.9|3.7|32.1|0.0|24.6|25.1
Heptaminol (hydrochloride)|1|30.0|CC(N)CCCC(C)(C)O|98|14.3|4.6|7.3|0.0|41.1|0.0|33.8|14.6|0.0|0.0|34.2|8.0|0.0
Hydroxyzine dihydrochloride|1|30.0|OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|90|37.5|0.0|0.0|67.7|0.0|70.2|30.0|88.4|27.3|46.7|0.0|71.8|42.0
Tracazolate hydrochloride|1|30.0|CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC|99|26.9|0.0|0.0|42.4|0.0|47.8|59.4|55.8|4.4|36.1|0.0|55.0|33.0
Lobelanidine hydrochloride|1|30.0|CN1C(CC(O)c2ccccc2)CCCC1CC(O)c1ccccc1|102|20.9|0.0|0.0|46.9|0.0|50.4|34.4|65.2|12.6|38.3|0.0|58.9|25.3
Topotecan|1|10.0|CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1|69|29.9|42.3|33.4|0.0|94.6|0.0|0.0|0.0|0.0|0.0|79.5|0.0|0.0
Topotecan|1|30.0|CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1|67|32.6|63.9|5.4|0.0|93.4|0.0|18.6|0.0|0.0|0.0|80.3|0.0|0.0
Methoxy-6-harmalan|1|10.0|COc1ccc2[nH]c3c(c2c1)CCN=C3C|93|5.0|0.0|11.9|39.6|0.0|45.5|14.0|68.6|15.9|10.9|0.0|43.0|1.0
Methoxy-6-harmalan|1|30.0|COc1ccc2[nH]c3c(c2c1)CCN=C3C|95|43.4|0.0|0.0|68.6|0.0|65.9|20.8|93.3|28.4|39.3|0.0|67.2|41.8
Acitretin|1|10.0|COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C|94|11.1|0.0|0.0|55.5|0.0|54.6|21.0|51.4|23.6|50.3|0.0|52.6|41.6
Acitretin|1|30.0|COc1cc(C)c(/C=C/C(C)=C/C=C/C(C)=C/C(=O)O)c(C)c1C|101|16.1|11.1|0.0|40.4|0.0|42.2|39.9|49.7|0.0|39.9|0.0|43.5|36.7
Rifapentine|1|30.0|CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C6CCCC6)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C|95|15.9|11.9|0.0|47.3|0.0|39.2|45.4|63.0|2.7|34.3|0.0|55.6|48.7
Nefazodone (hydrochloride)|1|30.0|CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1|97|52.5|0.0|0.0|65.8|0.0|68.0|32.0|84.3|23.9|43.9|0.0|67.5|43.0
Carbadox|1|10.0|COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-]|100|13.8|22.3|10.8|0.0|31.5|0.0|0.0|0.0|0.0|0.0|48.3|0.0|0.0
Liranaftate|1|30.0|COc1cccc(N(C)C(=S)Oc2ccc3c(c2)CCCC3)n1|105|16.2|3.2|0.0|1.7|8.8|0.0|5.2|29.9|0.0|0.0|4.6|9.9|0.0
Itraconazole|1|1.0|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|92|22.1|0.0|0.0|45.3|0.0|48.9|32.0|71.2|13.6|31.0|0.0|51.8|22.7
Itraconazole|1|3.0|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|96|73.1|0.0|0.0|79.5|0.0|79.7|16.0|91.0|38.3|66.1|0.0|71.7|53.4
Itraconazole|1|10.0|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|97|71.5|0.0|0.0|81.2|0.0|79.5|19.9|91.0|37.7|59.3|0.0|71.6|61.7
Itraconazole|1|30.0|CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC5COC(Cn6cncn6)(c6ccc(Cl)cc6Cl)O5)cc4)CC3)cc2)c1=O|106|5.2|0.0|0.0|33.8|2.2|31.2|0.0|65.2|0.0|10.2|0.0|37.6|6.7
Docetaxel|1|10.0|CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C|57|61.1|0.0|26.7|38.8|0.0|47.9|56.3|31.2|41.6|48.5|0.0|69.8|32.0
Docetaxel|1|30.0|CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](O)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c4ccccc4)C[C@](O)([C@@H](OC(=O)c4ccccc4)[C@@H]12)C3(C)C|63|64.2|0.0|30.1|23.5|0.0|34.6|73.2|29.6|17.5|43.6|0.0|59.8|24.4
Cladribine|1|10.0|Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1|71|33.5|52.4|11.9|0.0|95.5|0.0|0.0|0.0|0.0|0.0|64.9|0.0|0.0
Cladribine|1|30.0|Nc1nc(Cl)nc2c1ncn2[C@H]1C[C@H](O)[C@@H](CO)O1|66|41.3|41.1|22.7|0.0|90.6|0.0|0.0|0.0|0.0|0.0|51.1|0.0|0.0
Thioguanosine|1|10.0|Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1|70|43.5|53.3|0.0|24.4|13.1|19.3|36.6|24.6|18.0|44.8|0.0|42.4|69.9
Thioguanosine|1|30.0|Nc1nc(S)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1|94|26.9|77.2|0.0|0.0|20.1|0.3|35.8|8.3|0.0|21.9|19.9|0.0|54.6
Josamycin|1|30.0|CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(=O)CC(C)C)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1OC(C)=O|98|18.0|8.2|0.0|31.0|0.0|35.2|60.8|48.5|1.1|39.4|0.0|45.3|30.1
Idoxuridine|1|10.0|O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I|98|15.0|63.5|0.0|0.0|84.1|0.0|0.0|0.0|0.0|0.0|65.7|0.0|0.0
Idoxuridine|1|30.0|O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1I|100|14.5|62.0|0.0|0.0|86.5|0.0|0.0|0.0|0.0|0.0|71.7|0.0|0.0
Isoconazole|1|30.0|Clc1ccc(C(Cn2ccnc2)OCc2c(Cl)cccc2Cl)c(Cl)c1|91|15.2|5.5|0.0|67.1|0.0|71.3|43.2|80.7|35.6|55.8|0.0|61.9|66.3
Thioproperazine dimesylate|1|10.0|CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1|96|50.3|0.0|0.0|73.0|0.0|71.6|17.6|95.2|29.1|42.5|0.0|69.4|46.6
Thioproperazine dimesylate|1|30.0|CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1|93|83.2|0.0|0.0|72.5|0.0|70.1|16.3|88.6|27.9|46.7|0.0|70.0|49.9
Fendiline (hydrochloride)|1|3.0|CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1|101|7.4|0.0|0.0|74.5|0.0|71.8|24.4|80.8|39.2|56.1|0.0|73.4|51.4
Fendiline (hydrochloride)|1|10.0|CC(NCCC(c1ccccc1)c1ccccc1)c1ccccc1|94|76.2|0.0|0.0|83.0|0.0|79.4|24.8|84.2|38.9|74.4|0.0|75.1|69.0
Quinidine hydrochloride monohydrate|1|10.0|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|96|10.4|13.5|5.7|0.0|33.0|0.0|31.1|25.5|0.0|11.9|15.6|15.0|0.0
Quinidine hydrochloride monohydrate|1|30.0|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|94|37.0|0.0|0.0|42.0|0.0|42.8|25.5|67.7|13.3|29.2|0.0|47.2|13.7
Quinidine hydrochloride monohydrate|1|30.0|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|89|37.3|0.0|0.0|35.5|0.0|33.1|24.9|59.7|0.0|25.2|0.0|42.6|7.8
Quinidine hydrochloride monohydrate|1|50.0|C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12|91|45.9|0.9|0.0|43.5|0.0|46.1|28.7|66.2|12.8|35.6|0.0|45.1|20.9
Metaraminol bitartrate|1|10.0|C[C@H](N)[C@H](O)c1cccc(O)c1|85|11.4|0.0|0.0|70.2|0.0|74.9|16.6|59.7|42.5|51.4|0.0|61.7|45.6
Metaraminol bitartrate|1|30.0|C[C@H](N)[C@H](O)c1cccc(O)c1|99|6.7|0.0|0.0|70.7|0.0|58.8|0.0|71.1|28.8|49.6|0.0|63.2|47.0
Homochlorcyclizine dihydrochloride|1|10.0|CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|95|42.0|0.0|0.0|77.1|0.0|73.4|1.4|90.3|37.4|48.9|0.0|64.5|50.1
Homochlorcyclizine dihydrochloride|1|30.0|CN1CCCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1|74|83.8|0.0|0.0|77.7|0.0|77.9|26.9|89.6|37.0|54.5|0.0|78.6|57.9
Trichlorfon|1|30.0|COP(=O)(OC)C(O)C(Cl)(Cl)Cl|94|9.7|0.0|0.0|46.2|0.0|37.7|0.0|43.3|22.7|32.4|0.0|41.1|42.3
Mebhydrolin (napadisylate)|1|30.0|CN1CCc2c(c3ccccc3n2Cc2ccccc2)C1|96|36.6|0.0|0.0|70.7|0.0|72.0|26.4|88.1|23.0|44.1|0.0|63.2|47.4
Glafenine (hydrochloride)|1|10.0|O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12|90|17.8|0.0|0.0|82.5|0.0|77.5|17.9|87.0|42.1|57.7|0.0|74.3|63.7
Glafenine (hydrochloride)|1|30.0|O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12|92|41.3|0.0|0.0|68.6|0.0|68.7|41.6|83.0|17.3|54.1|0.0|70.4|61.3
Riluzole hydrochloride|1|30.0|Nc1nc2ccc(OC(F)(F)F)cc2s1|93|26.8|0.0|0.0|81.1|0.0|73.6|6.4|68.1|50.4|65.6|0.0|83.4|57.8
Quinacrine (dihydrochloride)|1|1.0|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|101|9.2|0.0|0.0|45.2|0.2|48.1|25.0|68.1|11.4|41.7|0.0|49.2|38.6
Quinacrine (dihydrochloride)|1|3.0|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|88|52.0|10.3|0.0|40.2|34.6|39.2|1.5|80.4|3.9|11.2|0.0|48.7|26.5
Quinacrine (dihydrochloride)|1|30.0|CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12|74|59.9|0.0|0.0|53.4|5.5|53.3|8.5|82.5|20.2|21.7|0.0|62.3|30.0
Pimethixene maleate|1|10.0|CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1|94|30.4|0.0|0.0|74.9|0.0|70.9|11.2|91.8|29.2|47.0|0.0|66.3|46.6
Pimethixene maleate|1|30.0|CN1CCC(=C2c3ccccc3Sc3ccccc32)CC1|87|63.6|0.0|0.0|72.5|0.0|73.4|25.0|92.4|31.2|43.2|0.0|70.9|50.6
Diperodon hydrochloride|1|10.0|O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1|106|14.3|0.0|0.0|72.3|0.0|67.8|16.5|84.8|22.9|36.4|0.0|66.2|51.4
Diperodon hydrochloride|1|30.0|O=C(Nc1ccccc1)OCC(CN1CCCCC1)OC(=O)Nc1ccccc1|102|56.1|0.0|0.0|68.7|0.0|65.8|24.0|89.4|17.1|42.4|0.0|64.9|44.4
Bufexamac|1|30.0|CCCCOc1ccc(CC(=O)NO)cc1|101|6.9|0.0|0.0|71.9|0.0|71.2|0.0|74.9|44.0|26.8|0.0|60.9|23.7
Amodiaquine (dihydrochloride dihydrate)|1|3.0|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|103|16.2|0.0|0.0|52.7|0.0|57.8|19.0|86.0|16.0|29.3|0.0|53.0|20.7
Amodiaquine (dihydrochloride dihydrate)|1|10.0|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|87|78.2|0.0|0.0|73.1|0.0|71.1|6.4|88.8|30.8|41.8|0.0|68.7|44.6
Amodiaquine (dihydrochloride dihydrate)|2|2.0|CCN(CC)Cc1cc(Nc2ccnc3cc(Cl)ccc23)ccc1O|104|12.6|0.0|0.0|71.8|0.0|72.0|17.9|91.7|27.6|39.8|0.0|61.8|48.1
Clofilium tosylate|1|10.0|CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1|101|7.3|32.4|0.0|0.0|48.0|0.0|35.7|5.9|0.0|0.0|39.4|4.6|0.0
Clofilium tosylate|1|30.0|CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1|89|21.2|0.0|0.0|38.9|0.0|37.6|24.9|47.4|8.8|45.9|0.0|40.9|25.8
Dextromethorphan hydrobromide monohydrate|1|30.0|COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3|101|22.8|0.0|0.0|67.9|0.0|65.8|26.3|77.2|38.9|48.0|0.0|70.6|47.2
Lidoflazine|1|3.0|Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1|106|9.7|14.9|0.0|37.3|0.0|39.5|43.3|61.2|0.0|28.1|0.0|37.9|28.2
Lidoflazine|1|10.0|Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1|103|70.1|0.0|0.0|79.7|0.0|76.8|19.1|93.1|32.6|55.4|0.0|70.0|58.2
Ambroxol hydrochloride|1|30.0|Nc1c(Br)cc(Br)cc1CN[C@H]1CC[C@H](O)CC1|102|5.9|0.0|0.0|73.8|0.0|65.0|10.4|79.1|26.9|48.1|0.0|74.6|48.6
Ketanserin tartrate hydrate|1|10.0|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1|101|8.1|0.0|0.0|38.5|0.0|38.6|32.2|59.9|0.0|13.9|0.0|47.2|13.6
Ketanserin tartrate hydrate|1|30.0|O=C(c1ccc(F)cc1)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1|100|29.5|0.0|0.0|52.9|0.0|51.8|27.3|81.5|1.5|27.5|0.0|52.4|20.3
Methiothepin maleate|1|3.0|CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2|86|25.9|0.0|0.0|71.3|0.0|77.5|15.4|72.6|45.0|61.6|0.0|74.4|28.4
Methiothepin maleate|1|10.0|CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2|93|68.0|0.0|0.0|77.3|0.0|74.3|18.6|93.1|29.6|55.2|0.0|69.4|56.1
Clebopride maleate|1|30.0|COc1cc(N)c(Cl)cc1C(=O)NC1CCN(Cc2ccccc2)CC1|93|32.5|0.0|0.0|60.6|0.0|57.8|26.9|60.9|28.2|44.3|0.0|67.5|22.3
Clenbuterol hydrochloride|1|10.0|CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1|102|5.9|22.8|0.0|50.0|3.2|39.5|18.3|63.4|3.2|37.3|0.0|59.2|55.0
Clenbuterol hydrochloride|1|30.0|CC(C)(C)NCC(O)c1cc(Cl)c(N)c(Cl)c1|105|12.1|0.0|0.0|62.5|0.0|52.5|25.1|67.6|11.4|52.1|0.0|67.1|50.0
Benperidol|1|10.0|O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|99|20.9|0.0|0.0|73.7|0.0|72.7|10.4|88.8|37.0|45.8|0.0|65.9|41.5
Benperidol|1|30.0|O=C(CCCN1CCC(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1|106|56.3|0.0|0.0|60.9|0.0|66.3|28.8|85.3|21.0|37.0|0.0|63.4|31.2
Cisapride|1|3.0|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|99|8.5|0.0|8.2|20.2|0.0|16.7|32.7|46.9|0.0|18.8|0.0|33.8|0.0
Cisapride|1|10.0|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|97|35.8|0.0|0.0|76.5|0.0|75.3|15.1|91.4|36.9|41.4|0.0|71.2|38.7
Cisapride|1|30.0|COc1cc(N)c(Cl)cc1C(=O)N[C@H]1CCN(CCCOc2ccc(F)cc2)C[C@H]1OC|95|16.6|0.0|9.8|2.4|14.4|0.0|27.3|25.0|0.0|0.0|14.6|21.1|0.0
Cyclizine hydrochloride|1|30.0|CN1CCN(C(c2ccccc2)c2ccccc2)CC1|96|15.2|0.0|0.0|70.6|0.0|68.4|18.0|77.5|30.9|56.4|0.0|72.5|58.3
Daunorubicin hydrochloride|1|1.0|COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1|52|53.0|61.8|0.0|0.0|88.6|0.0|23.8|0.0|0.0|0.0|59.0|0.0|2.2
Dosulepin hydrochloride|1|10.0|CN(C)CC/C=C1\c2ccccc2CSc2ccccc21|92|24.4|0.0|0.0|75.3|0.0|73.7|16.0|93.3|26.1|50.6|0.0|68.3|47.1
Dosulepin hydrochloride|1|30.0|CN(C)CC/C=C1\c2ccccc2CSc2ccccc21|76|74.6|0.0|0.0|77.6|0.0|75.7|15.4|94.7|37.1|47.1|0.0|74.6|51.8
Metixene hydrochloride hydrate|1|3.0|CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1|105|8.6|0.0|0.0|71.7|0.0|67.9|10.5|84.5|18.4|39.3|0.0|63.5|36.8
Metixene hydrochloride hydrate|1|10.0|CN1CCCC(CC2c3ccccc3Sc3ccccc32)C1|100|55.3|0.0|0.0|79.6|0.0|76.3|0.0|93.0|38.7|47.9|0.0|69.7|53.1
Norcyclobenzaprine|1|10.0|CNCCC=C1c2ccccc2C=Cc2ccccc21|96|67.0|0.0|0.0|81.9|0.0|79.3|3.5|89.7|42.7|50.4|0.0|71.8|54.7
Terconazole|1|3.0|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|102|42.1|0.0|0.0|63.9|0.0|70.5|19.5|87.4|25.0|45.6|0.0|63.8|26.5
Terconazole|1|10.0|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|94|79.1|0.0|0.0|80.9|0.0|78.8|1.9|92.0|41.6|53.9|0.0|72.7|48.8
Terconazole|1|30.0|CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1|107|49.9|0.0|0.0|68.9|0.0|69.0|15.8|90.7|28.9|42.9|0.0|69.1|41.8
Ampicillin trihydrate|1|10.0|CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](N)c3ccccc3)C(=O)N2[C@H]1C(=O)O|100|8.1|0.0|0.0|60.5|0.0|58.2|0.0|65.6|47.0|23.5|0.0|59.8|29.9
Direct Blue 1|1|10.0|COc1cc(-c2ccc(/N=N/c3ccc4c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c4c3O)c(OC)c2)ccc1/N=N/c1ccc2c(S(=O)(=O)O)cc(S(=O)(=O)O)c(N)c2c1O|107|6.9|24.9|0.0|0.0|5.6|0.0|0.0|7.2|0.0|0.0|13.1|0.0|0.0
Mesoridazine besylate|1|10.0|CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21|95|11.7|0.0|0.0|65.5|0.0|66.5|6.5|81.9|32.7|32.1|0.0|55.6|36.0
Mesoridazine besylate|1|30.0|CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21|100|42.3|0.0|0.0|66.4|0.0|64.6|22.8|95.2|22.6|33.3|0.0|64.6|40.9
Pentamidine isethionate|1|10.0|N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1|92|9.5|0.0|8.6|47.8|0.0|46.6|0.0|55.8|35.0|25.2|0.0|62.0|15.1
Pentamidine isethionate|1|30.0|N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1|93|17.6|0.0|0.0|26.3|0.0|25.3|29.3|46.3|6.6|22.4|0.0|43.3|0.9
DO 897/99|1|10.0|COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1|94|56.5|0.0|0.0|80.0|0.0|79.9|15.9|95.6|41.3|55.8|0.0|72.6|50.3
DO 897/99|1|30.0|COc1ccccc1N1CCN(CCCCNC(=O)c2ccc3ccccc3c2)CC1|94|84.1|0.0|0.0|75.4|0.0|74.4|20.6|91.6|31.3|48.1|0.0|74.2|45.9
Nifuroxazide|1|30.0|O=C(N/N=C/c1ccc([N+](=O)[O-])o1)c1ccc(O)cc1|74|27.3|38.8|28.5|0.0|88.1|0.0|16.7|0.0|0.0|0.0|66.9|0.0|0.0
Prenylamine lactate|1|10.0|CC(Cc1ccccc1)NCCC(c1ccccc1)c1ccccc1|86|59.9|0.0|0.0|75.2|0.0|73.1|14.9|92.1|31.4|61.7|0.0|69.1|61.7
Diphenidol (hydrochloride)|1|30.0|OC(CCCN1CCCCC1)(c1ccccc1)c1ccccc1|100|12.4|0.0|0.0|69.4|0.0|68.9|28.3|73.1|27.7|55.3|0.0|71.0|35.4
Oxybuprocaine hydrochloride|1|30.0|CCCCOc1cc(C(=O)OCCN(CC)CC)ccc1N|103|16.1|0.0|0.0|76.6|0.0|66.8|1.5|90.7|26.2|37.6|0.0|67.8|45.0
1,4-Chrysenequinone|1|10.0|O=C1C=CC(=O)c2c1ccc1c2ccc2ccccc21|97|19.7|0.0|7.7|2.1|0.0|0.0|27.0|20.0|11.0|6.1|0.0|15.1|0.0
Zimelidine dihydrochloride monohydrate|1|30.0|CN(C)C/C=C(\c1ccc(Br)cc1)c1cccnc1|101|24.2|0.0|0.0|80.4|0.0|78.6|19.1|90.9|41.9|48.3|0.0|75.0|47.7
Dicloxacillin sodium salt|1|30.0|Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12|101|8.1|0.0|0.0|40.9|0.0|36.4|14.8|62.0|9.6|9.5|0.0|49.2|3.6
Mometasone furoate|1|10.0|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl|85|27.1|67.9|0.0|0.0|71.9|0.0|42.8|0.0|0.0|0.0|75.5|0.0|0.0
Mometasone furoate|1|30.0|C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl|79|30.2|50.3|11.0|0.0|76.2|0.0|58.4|0.0|0.0|0.0|78.6|0.0|0.0
Racecadotril|1|30.0|CC(=O)SCC(Cc1ccccc1)C(=O)NCC(=O)OCc1ccccc1|105|18.7|0.0|0.0|50.1|0.0|51.3|37.1|66.3|10.7|35.5|0.0|58.7|29.5
Chloropyramine hydrochloride|1|30.0|CN(C)CCN(Cc1ccc(Cl)cc1)c1ccccn1|94|34.7|0.0|0.0|76.7|0.0|75.0|16.4|96.7|32.8|47.3|0.0|68.0|52.2
Methotrimeprazine maleat salt|1|10.0|COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2|96|28.2|0.0|0.0|73.4|0.0|72.0|16.4|92.0|32.8|40.1|0.0|65.5|49.2
Methotrimeprazine maleat salt|1|30.0|COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2|101|67.9|0.0|0.0|75.7|0.0|71.2|5.7|91.3|30.5|44.2|0.0|66.8|52.6
